customer_id,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,age
3279,Morgun,Razoux,M,55,18-02-59,Staff Scientist,Financial Services,Mass Customer,N,No,14,64
3280,Micki,McNamara,F,49,02-05-87,General Manager,Financial Services,Mass Customer,N,Yes,21,35
3281,Peg,Cliff,F,67,22-02-98,Administrative Assistant III,,Mass Customer,N,No,4,25
3282,Helga,Nuzzi,F,8,24-04-59,Clinical Specialist,Health,High Net Worth,N,No,13,63
3283,Rowe,Barbary,F,46,15-01-79,Administrative Officer,Property,Mass Customer,N,Yes,6,44
3284,Jorrie,Cerman,F,98,28-08-91,Chief Design Engineer,Retail,Affluent Customer,N,No,2,31
3285,Mendie,Teresi,M,51,30-12-86,Recruiter,Health,Affluent Customer,N,Yes,9,36
3286,Kent,Hatter,M,23,02-06-61,Assistant Media Planner,Entertainment,Mass Customer,N,No,20,61
3287,Marys,Vazquez,F,30,06-01-86,Account Executive,,Affluent Customer,N,Yes,4,37
3289,Frederico,Spearman,M,43,04-01-78,Assistant Manager,Property,Mass Customer,N,No,12,45
3290,Brandyn,Gain,M,22,18-09-62,,Manufacturing,High Net Worth,N,Yes,18,60
3291,Cindy,Eakin,F,33,21-01-56,Staff Accountant II,Manufacturing,Mass Customer,N,No,13,67
3292,Hamlen,Slograve,M,71,09-04-73,Web Designer I,Retail,Affluent Customer,N,Yes,3,50
3293,Peg,Woodstock,F,98,22-01-86,Automation Specialist IV,,High Net Worth,N,No,17,37
3294,Juditha,Leidl,F,90,26-06-86,Director of Sales,Manufacturing,Affluent Customer,N,No,6,36
3295,Cleavland,Karchowski,M,14,26-05-64,Human Resources Assistant III,Retail,High Net Worth,N,Yes,9,58
3296,Leontyne,Jackett,F,78,11-11-74,Quality Engineer,Financial Services,Affluent Customer,N,Yes,17,48
3297,Addy,Moukes,M,39,26-04-75,Product Engineer,Manufacturing,Mass Customer,N,No,13,47
3299,Sybille,Ballsdon,F,27,10-04-80,Systems Administrator II,Manufacturing,Affluent Customer,N,Yes,12,43
3300,Quintus,Gouldthorpe,M,47,22-05-61,Executive Secretary,Retail,Mass Customer,N,No,14,61
3301,Guntar,O'Halloran,M,5,21-03-87,Associate Professor,,Mass Customer,N,Yes,6,36
3302,Faulkner,McKiernan,M,17,30-10-56,Compensation Analyst,Financial Services,Affluent Customer,N,No,19,66
3303,Ced,Cuell,M,51,02-02-67,Structural Engineer,Telecommunications,Affluent Customer,N,Yes,11,56
3304,Tymothy,Rodder,M,43,19-01-81,,,Mass Customer,N,No,12,42
3305,Neddy,La Grange,M,25,16-02-77,Senior Developer,Health,Mass Customer,N,Yes,11,46
3306,Iggy,Whorton,M,50,17-05-91,Compensation Analyst,Financial Services,Mass Customer,N,No,7,31
3307,Portia,Thirlwall,F,96,02-09-78,Analyst Programmer,Health,High Net Worth,N,No,14,44
3308,Daffi,Idale,F,5,20-05-79,Cost Accountant,Financial Services,Mass Customer,N,Yes,14,43
3309,Christie,Bremeyer,M,34,14-12-74,Senior Sales Associate,,High Net Worth,N,Yes,3,48
3310,Bethany,Jarrell,F,83,29-10-61,VP Marketing,Property,Affluent Customer,N,Yes,12,61
3311,Clary,Bennitt,F,57,21-12-79,Civil Engineer,Manufacturing,Mass Customer,N,Yes,8,43
3313,Kori,Antoshin,F,10,15-03-95,,Property,High Net Worth,N,Yes,5,28
3314,Blakelee,Tassel,F,50,31-10-72,,Financial Services,Mass Customer,N,Yes,12,50
3315,Ninnette,Pandey,F,77,08-09-94,Account Executive,Property,Mass Customer,N,Yes,5,28
3316,Stoddard,Giacomoni,F,31,02-09-60,Structural Analysis Engineer,,Mass Customer,N,No,18,62
3317,Ric,Kondrachenko,M,35,08-07-70,Actuary,Financial Services,Mass Customer,N,Yes,11,52
3318,Courtnay,Allmen,M,37,07-02-62,,Manufacturing,High Net Worth,N,Yes,19,61
3319,Erda,,F,67,04-04-66,,Financial Services,Affluent Customer,N,Yes,19,57
3320,Anabella,Mealham,F,16,02-06-94,Nuclear Power Engineer,Manufacturing,High Net Worth,N,No,6,28
3321,Ives,,M,38,10-05-80,Software Test Engineer I,,High Net Worth,N,Yes,14,42
3323,Cortie,Hamshar,M,99,01-03-73,Account Representative I,Health,High Net Worth,N,No,8,50
3324,Sholom,,M,32,11-07-73,Research Nurse,Health,Mass Customer,N,Yes,10,49
3325,Sylas,,M,80,08-10-96,Database Administrator IV,Manufacturing,High Net Worth,N,No,1,26
3326,Wes,Crotch,M,83,13-04-75,Nurse,Manufacturing,High Net Worth,N,Yes,22,48
3327,Roma,Le Gallo,M,84,02-02-73,Teacher,Manufacturing,Mass Customer,N,No,15,50
3328,Arabella,Delgaty,F,58,06-08-61,Food Chemist,Health,Mass Customer,N,No,6,61
3329,Karissa,Leal,F,97,06-08-74,,,High Net Worth,N,No,13,48
3330,Tina,Pristnor,F,70,06-11-55,,Health,Mass Customer,N,Yes,18,67
3331,Claire,Trahar,F,18,20-09-71,Technical Writer,Financial Services,Mass Customer,N,No,8,51
3332,Cissy,Jeffress,F,43,24-09-98,Account Representative III,Health,Mass Customer,N,No,3,24
3333,Celinda,Asher,F,30,08-05-79,Software Test Engineer II,Property,Mass Customer,N,Yes,17,43
3334,Koralle,Winckles,F,63,22-05-65,VP Product Management,Health,Mass Customer,N,Yes,12,57
3335,Damian,Dutt,M,47,15-12-79,Editor,Health,Mass Customer,N,No,16,43
3336,Konstantine,Terne,M,47,10-01-79,Research Assistant IV,Manufacturing,Mass Customer,N,Yes,8,44
3337,Brendan,Aird,M,58,28-10-76,,Argiculture,Mass Customer,N,Yes,16,46
3338,Nata,Ozanne,F,48,08-07-64,,Manufacturing,Mass Customer,N,Yes,10,58
3339,Andrea,Rand,M,76,08-05-86,Programmer Analyst III,Health,Mass Customer,N,No,21,36
3340,Torey,Beharrell,M,61,29-09-91,Physical Therapy Assistant,,Mass Customer,N,No,2,31
3341,Vitia,Crum,F,19,05-08-80,Help Desk Technician,Retail,Affluent Customer,N,Yes,6,42
3342,Henry,Phillps,M,51,12-08-85,,Entertainment,Mass Customer,N,No,7,37
3344,Clerissa,Columbell,F,66,14-02-95,GIS Technical Architect,,Affluent Customer,N,Yes,1,28
3345,Hersch,Gilkes,M,83,23-06-77,,Financial Services,High Net Worth,N,No,12,45
3346,Nadya,Callaghan,F,61,11-09-91,Software Consultant,Financial Services,High Net Worth,N,No,3,31
3347,Nichols,,M,99,08-11-85,Computer Systems Analyst II,Entertainment,High Net Worth,N,Yes,18,37
3348,Amanda,Hazeltine,F,93,08-11-56,Pharmacist,Health,High Net Worth,N,Yes,6,66
3349,Byram,Lamberts,M,11,22-01-81,Director of Sales,Argiculture,Affluent Customer,N,No,9,42
3350,Tam,Prestner,M,53,29-05-75,Analog Circuit Design manager,Manufacturing,Affluent Customer,N,No,6,47
3351,Chryste,Nornable,F,13,13-04-82,Accounting Assistant II,,Affluent Customer,N,No,15,41
3352,Fredek,Lobley,M,14,28-12-94,Human Resources Assistant IV,Manufacturing,Affluent Customer,N,No,1,28
3353,Marina,Scorrer,F,91,21-04-94,Software Test Engineer II,,Mass Customer,N,Yes,1,28
3354,Ollie,Restorick,M,18,27-03-78,,Manufacturing,Mass Customer,N,Yes,11,45
3355,Cherin,Thireau,F,50,19-02-90,Staff Accountant I,Manufacturing,Mass Customer,N,No,3,33
3356,Dill,Bampford,M,47,23-03-59,Safety Technician II,Financial Services,Mass Customer,N,Yes,6,64
3357,Georgie,Henze,M,25,01-02-99,Design Engineer,Manufacturing,Affluent Customer,N,No,4,24
3358,Fairlie,McGavin,M,30,17-09-73,Engineer I,Manufacturing,Affluent Customer,N,Yes,11,49
3359,Duffy,Cotillard,M,82,13-12-91,Developer III,,Mass Customer,N,No,3,31
3360,Joelie,Sherlaw,F,77,23-03-63,Quality Engineer,Health,Affluent Customer,N,No,5,60
3361,Riva,Yushin,F,68,20-01-68,General Manager,Property,Mass Customer,N,Yes,9,55
3362,Piotr,Saladin,M,60,24-06-71,VP Accounting,Financial Services,Affluent Customer,N,No,13,51
3363,Orson,Tythacott,M,25,08-03-00,Electrical Engineer,Manufacturing,High Net Worth,N,Yes,3,23
3364,Trueman,,M,77,19-08-93,Engineer IV,Manufacturing,Mass Customer,N,Yes,3,29
3366,Rickey,Gregolotti,M,98,26-02-75,Technical Writer,Manufacturing,Mass Customer,N,Yes,14,48
3367,Melisse,Massei,F,75,05-12-00,Librarian,Entertainment,Mass Customer,N,Yes,1,22
3368,Tanya,Boddis,F,7,17-07-67,Technical Writer,Financial Services,Affluent Customer,N,No,16,55
3369,Cathrin,Rosencrantz,F,90,02-01-77,Research Associate,,Mass Customer,N,No,10,46
3370,Brant,Follis,M,8,22-01-54,Data Coordiator,,High Net Worth,N,Yes,5,69
3371,Josey,Alves,F,56,30-10-77,Analyst Programmer,Retail,Mass Customer,N,No,17,45
3372,Orazio,Wissby,M,62,25-09-54,,Telecommunications,High Net Worth,N,No,15,68
3373,Inna,Atack,F,19,25-01-91,Research Associate,Health,Mass Customer,N,No,5,32
3374,Joann,Corrigan,F,77,17-11-59,Sales Associate,Manufacturing,Mass Customer,N,Yes,12,63
3375,Thorsten,Gregon,M,37,21-03-93,Accounting Assistant I,Financial Services,High Net Worth,N,Yes,6,30
3376,Amity,Widdall,F,74,20-10-82,,Manufacturing,Mass Customer,N,No,16,40
3377,Jamal,MacRury,M,12,23-06-88,,Manufacturing,Mass Customer,N,Yes,7,34
3378,Ina,Habershaw,F,17,17-02-62,,Financial Services,Affluent Customer,N,No,14,61
3379,Elysee,Spurr,F,51,30-04-99,Food Chemist,Health,Mass Customer,N,Yes,2,23
3380,Abe,Ealam,M,41,09-01-55,Speech Pathologist,Manufacturing,High Net Worth,N,Yes,14,68
3381,Bruce,Lackie,M,26,20-11-93,Computer Systems Analyst IV,,Mass Customer,N,No,4,29
3382,Burk,Walczak,M,90,17-12-77,Business Systems Development Analyst,,High Net Worth,N,No,10,45
3383,Dane,Swansbury,M,47,05-04-82,Financial Analyst,Financial Services,Affluent Customer,N,Yes,10,41
3384,Wesley,Nichols,M,11,05-03-96,,,Mass Customer,N,No,6,27
3385,Ronda,,F,23,10-02-75,Systems Administrator III,Argiculture,Mass Customer,N,No,9,48
3386,Cliff,Nolin,M,24,28-07-99,Structural Engineer,IT,High Net Worth,N,Yes,2,23
3387,Shel,Duke,F,19,05-07-76,General Manager,Manufacturing,Affluent Customer,N,Yes,15,46
3388,Urbanus,Pichan,M,81,25-10-86,VP Marketing,Retail,Mass Customer,N,No,7,36
3389,Margo,Saltmarshe,F,27,01-06-72,Programmer II,,Affluent Customer,N,No,19,50
3390,Fayth,Baudins,F,20,27-01-69,,,High Net Worth,N,No,7,54
3391,Terrel,Kreuzer,M,93,23-06-91,,Manufacturing,Mass Customer,N,No,7,31
3392,Brock,Ride,M,41,12-12-76,Tax Accountant,Financial Services,Mass Customer,N,No,10,46
3393,Henrietta,Olexa,F,23,21-02-54,Technical Writer,Retail,Mass Customer,N,Yes,7,69
3394,Barde,Spoward,M,39,26-06-74,Environmental Specialist,Health,Mass Customer,N,No,22,48
3395,Sigmund,Fishbourn,M,76,19-04-93,,Financial Services,Mass Customer,N,No,3,29
3396,Arin,Nappin,M,18,28-06-60,Research Assistant I,Manufacturing,Mass Customer,N,Yes,9,62
3397,Melisande,,F,70,19-08-85,Product Engineer,IT,Mass Customer,N,No,11,37
3398,Alberik,Looks,M,69,01-07-71,,,High Net Worth,N,Yes,7,51
3399,Hillyer,Biddulph,M,95,10-05-96,VP Accounting,Financial Services,Mass Customer,N,No,2,26
3400,Brenna,Childes,F,46,25-06-87,Sales Associate,Financial Services,Mass Customer,N,Yes,18,35
3401,Cristie,,F,92,28-07-93,Tax Accountant,Telecommunications,Mass Customer,N,Yes,4,29
3402,Krystyna,Scadden,F,73,04-05-85,Statistician II,Retail,Mass Customer,N,No,10,37
3403,Jessalyn,Zoellner,F,27,14-05-94,Senior Financial Analyst,Financial Services,Mass Customer,N,Yes,2,28
3404,Thomasine,McCloch,F,2,01-08-73,GIS Technical Architect,Property,Affluent Customer,N,No,22,49
3405,Gavra,Robez,F,89,18-08-96,Project Manager,Financial Services,Mass Customer,N,Yes,3,26
3406,Lucy,Lackmann,F,35,28-04-79,Business Systems Development Analyst,IT,Mass Customer,N,Yes,10,43
3407,Marven,Ditts,M,53,08-10-61,Cost Accountant,Financial Services,High Net Worth,N,Yes,19,61
3408,Becka,Bysaker,F,10,11-07-72,Tax Accountant,Manufacturing,Mass Customer,N,No,18,50
3409,Abbey,Nellen,F,75,29-04-77,Desktop Support Technician,Argiculture,Mass Customer,N,No,16,45
3410,Merrili,Brittin,F,93,22-09-40,,Property,Mass Customer,N,No,16,82
3411,Alena,Hannis,F,68,04-01-80,Physical Therapy Assistant,,Mass Customer,N,Yes,20,43
3412,Almira,Ethelstone,F,66,18-08-73,Office Assistant IV,,Mass Customer,N,Yes,7,49
3413,Zulema,Cristofolo,F,93,15-10-97,VP Accounting,Financial Services,Mass Customer,N,No,3,25
3414,Winnifred,Zima,F,46,25-02-66,Software Consultant,,Affluent Customer,N,Yes,10,57
3415,Alberik,Kelsey,M,43,17-01-63,Quality Engineer,Property,High Net Worth,N,Yes,11,60
3416,Evanne,Bentote,F,6,18-01-76,,Manufacturing,Mass Customer,N,Yes,11,47
3417,Deedee,Coxall,F,91,18-02-73,Social Worker,Health,Mass Customer,N,No,7,50
3418,Felipa,Paddingdon,F,18,31-12-59,Systems Administrator IV,Health,High Net Worth,N,No,19,63
3419,Felipa,Guslon,F,13,09-07-73,Information Systems Manager,,Mass Customer,N,Yes,18,49
3420,Norby,Elion,M,96,10-09-80,Financial Advisor,Financial Services,Mass Customer,N,Yes,19,42
3421,Ronalda,McGeechan,F,60,17-12-62,Computer Systems Analyst II,Health,Affluent Customer,N,Yes,18,60
3422,Lucine,Virgin,F,38,06-05-78,Professor,Manufacturing,Mass Customer,N,No,5,44
3423,Griselda,Bezants,F,57,27-12-99,Registered Nurse,Health,Affluent Customer,N,No,1,23
3424,Vale,Whittuck,F,39,28-02-77,Automation Specialist III,Manufacturing,Affluent Customer,N,Yes,11,46
3425,Alister,De la Yglesia,M,32,05-04-86,GIS Technical Architect,Manufacturing,Mass Customer,N,Yes,12,37
3426,Ron,Dilon,M,40,18-04-59,Assistant Media Planner,Entertainment,Mass Customer,N,No,17,63
3427,Mace,Edington,M,67,19-05-81,Help Desk Operator,Financial Services,Mass Customer,N,Yes,17,41
3428,Leonora,Iglesia,F,77,07-08-74,Chemical Engineer,Manufacturing,Mass Customer,N,Yes,16,48
3429,Alla,Hirtzmann,F,37,22-06-64,,Health,High Net Worth,N,No,15,58
3430,Augustus,Pickin,M,77,29-02-64,Research Nurse,Health,Affluent Customer,N,Yes,9,59
3431,York,Calbreath,M,97,10-08-96,Community Outreach Specialist,Property,Affluent Customer,N,No,5,26
3432,Max,Cloney,F,99,27-11-88,Junior Executive,Argiculture,Mass Customer,N,Yes,2,34
3433,Karissa,Cabral,F,10,28-04-98,Computer Systems Analyst II,Property,Mass Customer,N,No,2,24
3434,Stesha,Miners,F,20,05-12-73,Account Coordinator,Health,Mass Customer,N,No,16,49
3435,Stevena,Allcock,F,80,15-01-02,Senior Editor,,Affluent Customer,N,No,1,21
3436,Marget,Freeland,F,4,22-11-58,,Financial Services,Mass Customer,N,Yes,5,64
3437,Penny,Wellington,M,79,20-10-63,VP Marketing,Retail,High Net Worth,N,No,12,59
3438,Gaylor,Carbry,M,11,16-02-96,Project Manager,Manufacturing,Mass Customer,N,No,2,27
3439,Rubie,O'Gorman,F,45,20-10-74,Technical Writer,,Affluent Customer,N,Yes,19,48
3440,Retha,Kahane,F,18,15-05-58,Senior Sales Associate,Manufacturing,Mass Customer,N,No,5,64
3441,Janelle,Ebbage,F,44,16-10-88,Legal Assistant,Manufacturing,High Net Worth,N,Yes,20,34
3442,Adrianne,Petrecz,F,17,22-05-62,Research Associate,Retail,Mass Customer,N,Yes,14,60
3443,Fran,,M,11,12-04-95,Technical Writer,,Mass Customer,N,Yes,5,28
3444,Kara-lynn,Bims,F,75,25-12-77,Nurse Practicioner,Manufacturing,Affluent Customer,N,No,7,45
3445,Craggy,,M,62,23-06-66,Database Administrator I,Financial Services,Affluent Customer,N,Yes,11,56
3446,Gard,Tidy,M,8,30-01-67,Structural Engineer,Manufacturing,Mass Customer,N,No,14,56
3447,Linell,,F,43,23-11-77,,Financial Services,High Net Worth,N,No,17,45
3448,Roderich,Mixer,M,26,16-02-77,Software Consultant,Financial Services,High Net Worth,N,No,9,46
3449,Ilyssa,Hannabuss,F,52,26-09-74,VP Quality Control,Argiculture,High Net Worth,N,Yes,3,48
3450,Brooke,Durman,F,85,16-09-93,Safety Technician III,Retail,Mass Customer,N,No,6,29
3451,Ruprecht,Loreit,M,88,01-05-70,Sales Associate,,High Net Worth,N,No,10,52
3452,Maura,Estevez,F,22,04-09-64,Marketing Manager,Retail,Mass Customer,N,No,13,58
3453,Jammie,McEvon,F,57,12-03-89,Product Engineer,Retail,Affluent Customer,N,No,14,34
3454,Akim,Mathes,M,15,09-06-69,Web Designer III,,Mass Customer,N,No,18,53
3455,Coop,Skey,M,29,25-02-54,Administrative Officer,,Mass Customer,N,Yes,11,69
3456,Clovis,Ortsmann,F,11,08-11-59,,,Mass Customer,N,Yes,12,63
3457,Robbi,Springthorpe,F,13,26-09-56,,Manufacturing,Mass Customer,N,No,16,66
3458,Alejandro,Shakelade,M,35,01-12-77,Web Developer III,Manufacturing,High Net Worth,N,Yes,19,45
3459,Emelda,Ramsdell,F,62,24-11-00,,Entertainment,Mass Customer,N,Yes,2,22
3460,Reinhold,Barthrup,M,22,10-10-99,Actuary,Financial Services,Mass Customer,N,No,2,23
3461,Nigel,Izard,M,28,30-11-62,Environmental Specialist,Manufacturing,Affluent Customer,N,Yes,17,60
3462,Jehanna,Sparhawk,F,96,03-03-57,Registered Nurse,Health,High Net Worth,N,No,17,66
3463,Fletch,Durrett,M,7,15-06-84,Compensation Analyst,Financial Services,Affluent Customer,N,No,2,38
3464,Etheline,Gerretsen,F,38,09-06-82,Staff Accountant III,Financial Services,Mass Customer,N,Yes,4,40
3465,Hadria,Pizer,F,71,01-02-78,Chemical Engineer,Manufacturing,High Net Worth,N,Yes,7,45
3466,Victor,Zaple,M,65,28-09-79,Marketing Assistant,IT,Mass Customer,N,No,18,43
3467,Killy,Spaducci,M,31,20-05-80,VP Quality Control,IT,Mass Customer,N,No,21,42
3468,Averill,Woodbridge,M,4,24-10-86,Associate Professor,,Mass Customer,N,No,7,36
3469,Arabele,Lantoph,F,90,24-08-87,Nurse Practicioner,Health,Mass Customer,N,Yes,5,35
3470,Catherina,Ricca,F,56,01-10-67,Recruiting Manager,Health,Affluent Customer,N,Yes,6,55
3471,Brita,Afonso,F,95,05-09-53,Quality Engineer,IT,High Net Worth,N,Yes,8,69
3472,Dionysus,McCarlie,M,10,27-06-77,VP Marketing,Retail,Affluent Customer,N,Yes,18,45
3474,Justinian,Crowhurst,M,93,06-11-79,Assistant Manager,Manufacturing,Mass Customer,N,No,14,43
3475,Correna,Goldsberry,F,12,31-08-85,Director of Sales,Retail,Affluent Customer,N,No,3,37
3476,Stearn,Willerstone,M,39,07-09-89,,Manufacturing,Affluent Customer,N,No,7,33
3477,Jaquelin,Leek,F,90,24-01-96,Senior Developer,Financial Services,Affluent Customer,N,Yes,7,27
3478,Hartwell,Schach,M,54,08-08-86,Quality Control Specialist,Health,Mass Customer,N,No,17,36
3479,Pierette,O' Ronan,F,39,09-08-64,,IT,Mass Customer,N,No,13,58
3480,Jarib,,M,30,24-06-59,,,Mass Customer,N,No,20,63
3481,Haley,Dessent,M,37,12-10-97,Systems Administrator IV,Manufacturing,High Net Worth,N,No,4,25
3482,Roch,Rilston,F,71,18-05-00,Clinical Specialist,Health,Affluent Customer,N,Yes,2,22
3483,Emlyn,Burnel,M,19,02-10-56,Senior Sales Associate,Health,High Net Worth,N,Yes,15,66
3484,Hedi,Mowday,F,10,24-10-76,Information Systems Manager,Financial Services,High Net Worth,N,Yes,20,46
3485,Berthe,Ludwell,F,11,21-05-81,Account Representative II,Financial Services,High Net Worth,N,Yes,9,41
3486,Reece,Crewther,M,67,25-07-56,Business Systems Development Analyst,Manufacturing,Mass Customer,N,No,18,66
3487,Amalee,Sanderson,F,4,15-12-77,Analyst Programmer,Health,High Net Worth,N,No,18,45
3488,Cristobal,Whitrod,M,63,07-08-75,Speech Pathologist,Manufacturing,Mass Customer,N,Yes,9,47
3489,Margo,Fletcher,F,90,30-10-69,Help Desk Operator,Argiculture,Mass Customer,N,Yes,9,53
3490,Taylor,Dutchburn,M,45,21-06-80,VP Product Management,Financial Services,High Net Worth,N,No,14,42
3491,Leanna,Cromb,F,69,03-04-76,Business Systems Development Analyst,Financial Services,Affluent Customer,N,No,10,47
3492,Urbanus,Redding,M,83,27-01-66,Civil Engineer,Manufacturing,Mass Customer,N,No,19,57
3493,Jeffie,Eakly,M,30,29-02-64,Research Assistant I,Health,High Net Worth,N,No,18,59
3494,Robers,Richen,M,72,24-12-98,Account Representative IV,Argiculture,High Net Worth,N,No,1,24
3495,Constantine,Frissell,F,57,12-07-87,Programmer III,Financial Services,High Net Worth,N,No,8,35
3496,Danya,Burnyeat,M,99,25-04-86,Editor,Manufacturing,Mass Customer,N,Yes,19,36
3497,Thia,O'Day,F,73,03-05-86,Administrative Assistant IV,Manufacturing,Affluent Customer,N,Yes,18,36
3498,Lois,Abrahim,F,28,02-11-95,,Manufacturing,Mass Customer,N,No,5,27
3499,Shelton,Tewkesberrie,M,29,17-06-79,,Manufacturing,Mass Customer,N,Yes,7,43
3500,Josy,Fleeman,F,71,21-07-67,,Entertainment,Affluent Customer,N,No,17,55
3501,Kayla,Alentyev,F,63,19-01-70,Operator,Telecommunications,Mass Customer,N,Yes,18,53
3502,Wilfrid,Cleaves,M,5,16-10-97,Senior Sales Associate,Retail,High Net Worth,N,Yes,3,25
3503,Tootsie,Rafter,F,53,12-03-79,Financial Advisor,Financial Services,Affluent Customer,N,Yes,10,44
3504,Keriann,Perdue,F,39,06-07-63,Business Systems Development Analyst,Manufacturing,Mass Customer,N,Yes,6,59
3505,Dolly,Scallan,F,41,06-08-74,,Retail,Mass Customer,N,No,14,48
3506,Mercy,Donisi,F,19,18-06-75,Web Designer I,Financial Services,Mass Customer,N,No,15,47
3507,Christoph,Greatreax,M,70,03-03-55,Physical Therapy Assistant,Financial Services,Mass Customer,N,No,5,68
3508,Malvin,Marre,M,89,09-08-86,Pharmacist,Health,Mass Customer,N,No,5,36
3509,Janine,Hesey,F,85,22-11-78,Pharmacist,Health,Mass Customer,N,Yes,15,44
3511,Willem,Spraging,M,23,31-12-66,Food Chemist,Health,Affluent Customer,N,No,10,56
3512,Vladimir,Abramowsky,M,68,24-03-94,VP Accounting,Financial Services,Mass Customer,N,Yes,8,29
3514,Darcy,Ilett,M,25,24-08-62,Environmental Specialist,,Mass Customer,N,No,8,60
3515,Leelah,Pynner,F,11,14-01-75,Staff Scientist,Telecommunications,High Net Worth,N,Yes,18,48
3516,Diarmid,Vearnals,M,93,30-04-77,,Property,Mass Customer,N,Yes,15,45
3517,Domeniga,Terney,F,47,04-07-57,Accounting Assistant IV,,Mass Customer,N,Yes,6,65
3518,Magdaia,Beardwell,F,45,18-06-80,Biostatistician I,IT,Mass Customer,N,Yes,8,42
3519,Aldus,Kenningley,M,16,21-05-78,Software Consultant,Manufacturing,Mass Customer,N,Yes,11,44
3520,Travis,Kaszper,M,41,17-08-63,Research Nurse,Health,Mass Customer,N,Yes,16,59
3521,Oneida,Olivia,F,27,10-03-80,Research Associate,,High Net Worth,N,Yes,16,43
3522,Lorri,Byrth,F,73,21-08-89,Cost Accountant,Financial Services,High Net Worth,N,Yes,11,33
3523,Lin,Tarver,M,33,14-06-75,,,Affluent Customer,N,No,19,47
3524,Waiter,Piscopello,M,38,30-12-73,Design Engineer,Financial Services,Mass Customer,N,Yes,18,49
3525,Town,Yitzhakov,M,55,16-08-96,Editor,,Mass Customer,N,No,2,26
3526,Pail,Iacopini,M,84,19-09-78,General Manager,Telecommunications,High Net Worth,N,Yes,13,44
3527,Kiley,Scotson,F,77,02-12-78,Senior Cost Accountant,Financial Services,High Net Worth,N,No,18,44
3528,Eliot,Scammell,M,69,06-04-64,Internal Auditor,Manufacturing,Mass Customer,N,Yes,7,59
3529,Austine,Kinny,F,37,23-11-60,Structural Analysis Engineer,IT,High Net Worth,N,Yes,16,62
3530,Erik,Kenneford,M,19,23-10-73,Staff Scientist,,High Net Worth,N,Yes,8,49
3531,Shannah,Pountain,F,4,27-01-69,Marketing Manager,Retail,Affluent Customer,N,Yes,11,54
3532,May,Birch,F,27,24-07-90,Media Manager I,Health,High Net Worth,N,Yes,7,32
3533,Neale,Lowings,M,62,14-02-81,,Financial Services,Affluent Customer,N,Yes,8,42
3534,Kacie,Stanbrooke,F,92,15-05-75,Associate Professor,Manufacturing,Affluent Customer,N,Yes,3,47
3535,Bren,Dabbes,F,8,15-09-94,Technical Writer,Manufacturing,High Net Worth,N,No,6,28
3536,Laurence,Aulsford,M,46,24-12-67,Professor,Retail,Affluent Customer,N,No,18,55
3537,Sholom,Pavlasek,M,1,15-01-97,Graphic Designer,Financial Services,Mass Customer,N,No,4,26
3538,Kerby,Nassie,M,19,14-11-77,Marketing Manager,Health,Mass Customer,N,No,8,45
3539,Sheelah,Caine,F,94,21-03-85,,IT,Mass Customer,N,Yes,16,38
3540,Ali,Naris,M,49,27-08-54,,,Mass Customer,N,Yes,7,68
3541,Aloin,Harhoff,M,72,03-01-86,,Health,Mass Customer,N,No,11,37
3542,Perl,Suddaby,F,23,11-03-75,Financial Analyst,Financial Services,Mass Customer,N,No,10,48
3543,Shanie,Zahor,F,15,25-12-86,Food Chemist,Health,High Net Worth,N,Yes,21,36
3544,Benoite,Trahmel,F,25,13-08-98,Help Desk Technician,,Affluent Customer,N,No,1,24
3545,Wenonah,Filgate,F,66,19-07-74,Developer II,,High Net Worth,N,No,4,48
3546,Hally,Pollie,F,91,29-09-83,GIS Technical Architect,Manufacturing,Affluent Customer,N,Yes,9,39
3547,Ganny,Dwerryhouse,M,19,06-05-75,Senior Financial Analyst,Financial Services,Affluent Customer,N,No,8,47
3548,Dalli,Seden,M,65,02-08-58,,,Affluent Customer,N,No,12,64
3549,Jodee,Macewan,F,0,24-02-66,Sales Representative,Retail,Mass Customer,N,No,7,57
3550,Daisey,Britto,F,50,27-11-88,Environmental Tech,Retail,Mass Customer,N,Yes,16,34
3551,Zed,Douris,M,37,10-05-62,Pharmacist,Health,Mass Customer,N,Yes,8,60
3552,Ebeneser,Lowde,M,33,07-09-92,Internal Auditor,Retail,Affluent Customer,N,Yes,9,30
3553,Dietrich,Geggie,M,97,29-12-74,Graphic Designer,Health,Mass Customer,N,No,10,48
3554,Briggs,Mower,M,34,06-04-78,GIS Technical Architect,IT,Mass Customer,N,Yes,16,45
3555,Latashia,,F,96,26-02-76,Programmer Analyst II,Manufacturing,Mass Customer,N,No,21,47
3556,Larina,Gheeorghie,F,38,05-07-97,Senior Developer,Manufacturing,High Net Worth,N,No,3,25
3557,Tisha,Gibbings,F,79,12-05-78,,Health,Affluent Customer,N,No,18,44
3558,Torey,Sarney,M,16,05-09-54,,,High Net Worth,N,Yes,7,68
3559,Farra,Bails,F,80,19-02-85,Assistant Media Planner,Entertainment,High Net Worth,N,Yes,17,38
3560,Gav,Bonin,M,98,01-09-80,Structural Analysis Engineer,Retail,Mass Customer,N,Yes,7,42
3561,Emelda,Allbones,F,15,16-11-68,Help Desk Operator,Financial Services,Mass Customer,N,Yes,5,54
